Date,Russell 1000 Value,Russell 1000 Growth,Russell 2000 Value,Russell 2000 Growth,MSCI World Ex USA Value NR USD,MSCI World Ex USA Growth NR USD,MSCI World Ex USA Small Value NR USD,MSCI World Ex USA Small Growth NR USD,MSCI EM Value NR USD,MSCI EM Growth NR USD,MSCI EM Small Value NR USD,MSCI EM Small Growth NR USD,Bloomberg Barclays US Aggregate,Bloomberg Barclays Global Aggregate x USD,Bloomberg Barclays Global Inflation-Linked USD,Bloomberg Barclays US Municipal Bond,Bloomberg Barclays Global High Yield USD
2007-06-29,0.014501712379037647,0.013289524977622204,0.014799003616879747,0.017253254165118262,0.01736905288090685,0.01561443008073229,0.013287768589716765,0.015243789568928181,0.019244574524790316,0.01824028898584544,0.017118865091672212,0.01660710176017316,0.0004063521628866694,0.004560295045847028,0.002101016051715764,-8.162954618448762e-06,0.0057774938117205795
2008-06-30,0.006481397077526164,0.006551841524947769,0.007192770780482398,0.008877082085492453,0.009803961209292042,0.009883100530671781,0.008657111691763,0.009930422765309036,0.013735001350013352,0.013726997823413549,0.012651926168581889,0.012411207266080668,0.0007694218873215631,0.004962270300369018,0.002738271147122805,0.0007480130656262495,0.0032737910320979552
2009-06-30,0.02309157143173855,0.021614984547571197,0.023583992876070697,0.025496097826814872,0.03138464523845928,0.029386272877419926,0.030163407718179023,0.030418359506499494,0.037728949328476896,0.03731008886630988,0.039555936099406795,0.040331437105944196,0.0026727210737990553,0.011409615409910437,0.011323089621354586,0.0018299452949683916,0.01598087444280868
2010-06-30,0.026516626038144978,0.024387783673069725,0.026190197770792855,0.02683936480487869,0.03462604521422955,0.03198716825954568,0.03321842811509098,0.03313361820634459,0.04005347800043193,0.040136764481940895,0.04218597663725238,0.04286387247297464,0.0029920926876103354,0.01160952924332498,0.011874677566155335,0.002450760433043589,0.017778949472260174
2011-06-30,0.03190095785653472,0.0302939009145806,0.03147913698003743,0.03205294134024036,0.041586385019198875,0.0375627824546178,0.03926564784067855,0.038864622089243135,0.043716699758470826,0.04429023764705719,0.04651351579358934,0.04697599498012578,0.002831244837502233,0.014528008058323723,0.013948227162609041,0.0025519099435226465,0.020575458007326797
2012-06-29,0.0351331643948439,0.03366174796640048,0.03552051630786193,0.03656065383547431,0.04473750625582668,0.041683617737717255,0.043134410477564215,0.042431242901088746,0.04912573335123848,0.049432012264458994,0.05108201755032154,0.05101052758812049,0.0025665127432698996,0.015706710489388768,0.014504150807709136,0.0021314657534947288,0.022782728965566795
2013-06-28,0.03723109518941833,0.03453673219004487,0.03762947765689018,0.03779238882639565,0.046991631524099624,0.04299525384005277,0.04507456506738526,0.0433717887757645,0.04906948932424923,0.04895105430263296,0.05189018679815441,0.0515280490849303,0.002668641469137529,0.015952936802376128,0.015430942523798077,0.0022393145800771465,0.023826520424470154
2014-06-30,0.018221681756921,0.018080023189628546,0.01922424049332966,0.019100616808744877,0.024520537503161233,0.02242647660770179,0.02221639449407641,0.021237602132088692,0.022960577191440956,0.0233885336949264,0.022796734334924233,0.021762094162445605,0.0004050704438772751,0.009012374943342581,0.006398710612214249,0.0008597436905337437,0.009744273253263214
2015-06-30,0.015049134538318054,0.0154363829349434,0.016399804009370827,0.017105723160220514,0.020579940901672627,0.01905973066570709,0.019183788994108768,0.01832179651922035,0.020296048786215007,0.01994108087776461,0.018798436356067368,0.017913529920895198,0.00019830902623793557,0.008113165228324615,0.00568716032615243,0.00018579102767835178,0.008491473922569081
2016-06-30,0.013595567652088627,0.013628639812779841,0.014015973241475787,0.014912348420668978,0.017745696543122007,0.016497389399334775,0.016197436330135928,0.015150080895691809,0.01992821071015464,0.018600819568463267,0.017854995128701756,0.016784858680629827,0.00043037786053905095,0.005809511765502729,0.00453845644121881,0.00019245927001473948,0.00787654183453206
2017-06-30,0.008040149739378832,0.008644205284342545,0.007206056740211888,0.008288817774116162,0.011412677647911745,0.010292089261293071,0.009876844511630215,0.00943489518321723,0.012035166452579075,0.010938801316285876,0.010211765850765147,0.009488542947942696,0.0009840808472977832,0.005185140745418574,0.003809022492847157,0.0008917572987788274,0.004778205320695399
2018-06-29,0.008524504948933212,0.009626141904994358,0.007272422234160571,0.008561331961808648,0.011235872893776477,0.010469504039155397,0.009957828036957606,0.00982249778585434,0.012986492668610112,0.012104584480683541,0.010877407173855396,0.009982535767607192,0.0008584047492532548,0.005285936311761756,0.0036854776227320286,0.0007028161164368177,0.0046225355280654825
2019-06-28,0.010534764777911394,0.012454190932668148,0.009822685511804357,0.011877606087603902,0.011371633341644798,0.01143596633887464,0.01071709197796911,0.011360272451834201,0.013649727344802357,0.013819966190927645,0.01150347217331716,0.010821713688836963,0.0006795534404849321,0.004738739548902673,0.003043523988990073,0.0003499833423223771,0.0046640282383007894
2020-06-30,0.019147291949388662,0.019152780072465223,0.018858010059601145,0.02008602770006497,0.017978231069557232,0.016241978313668293,0.018494970710034152,0.01835481260028048,0.019367227935873033,0.01926914746216077,0.020497543997518238,0.019582946542821753,0.0011036047651197091,0.005477034154045256,0.004453563957549766,0.0012495783386173719,0.009065886742276269
2021-06-30,0.02219363551049789,0.0226752645400554,0.023249608854117854,0.023499680784691158,0.021208643181059902,0.018206766734488455,0.021946093764044255,0.021113492856983402,0.019887674490100704,0.019456818605465984,0.022935753679627777,0.02308874520532517,0.0012195114682486015,0.005928500236044475,0.005144393640196873,0.001773638256949645,0.010038867678793858
2022-06-30,0.025139665384689088,0.028480835483353856,0.026348469199102418,0.028197026242698663,0.022397630956498292,0.021347917566699716,0.023369363811721444,0.024109220439087076,0.020967964723569557,0.020938753704385162,0.023470833414756236,0.024688705564634598,0.002435177581990121,0.007114549748209332,0.006756882267639928,0.00250044462182993,0.01132365348887478
2023-06-30,0.03495135287528159,0.040344849870655924,0.03634864589884448,0.036712493540327164,0.031425599939661736,0.03232047899492241,0.03293782051865814,0.03470478350988451,0.027925992759592982,0.029592838053384706,0.03008720114005249,0.03228320817494893,0.0063566137806096434,0.012654306569172843,0.013408317936154119,0.006160265796425189,0.016833964573452542
2024-06-28,0.03641732042043541,0.04308016300933408,0.03937166842392765,0.03973344189913094,0.032888797551057794,0.03497929406782583,0.03477354607105464,0.03735499548909533,0.029131073619852767,0.03040792562325756,0.031179769757841962,0.03367768761892693,0.008880843420960289,0.015819496593836357,0.01645677849908381,0.008589958905707913,0.018560656725842423
